,ID,Neighborhood,District,Area,Population Density,Population,Multiplier,Latitude,Longitude,EV at P1,EV at P2,EV at P3,EV at P4,EV at P5,EV at P6
District:,,,,,,Toplam:,,,,Toplam:,Toplam:,Toplam:,Toplam:,Toplam:,Toplam:
,736,Fatih Sultan Mehmet,Ümraniye,12.1,17.0,3976,%0.56808,41.0249644,29.1225993,1,14,81,226,373,476
Üsküdar,,,,,,533570,,,,140,1993,12084,34854,58641,75426
,88,Valide-i Atik,Üsküdar,13.3,16.6,21519,%4.03302,41.0184789,29.0270247,6,80,487,1406,2365,3042
,138,Cumhuriyet,Üsküdar,15.1,15.9,36237,%6.79142,41.0108797,29.0807595,9,135,821,2367,3983,5123
,139,Ahmediye,Üsküdar,22.1,15.1,9520,%1.78421,41.0184904,29.0164388,2,36,216,622,1046,1346
,165,Murat Reis,Üsküdar,14.2,14.3,14161,%2.65401,41.0226184,29.0259466,4,53,321,925,1556,2002
,185,Bulgurlu,Üsküdar,20.8,13.9,30753,%5.76363,41.0162865,29.0762576,8,115,696,2009,3380,4347
,188,İcadiye,Üsküdar,35.9,13.9,17160,%3.21607,41.0286073,29.0341185,4,64,389,1121,1886,2426
,191,Zeynep Kamil,Üsküdar,22.8,13.4,12559,%2.35377,41.0150982,29.0213844,3,47,284,820,1380,1775
,222,Selami Ali,Üsküdar,14,13.2,13245,%2.48234,41.0255088,29.0290779,3,49,300,865,1456,1872
,257,Aziz Mahmud Hüdayi,Üsküdar,6.8,13.2,8880,%1.66426,41.0222438,29.014274,2,33,201,580,976,1255
,276,Mimar Sinan,Üsküdar,18.5,11.7,12077,%2.26343,41.0236072,29.0184136,3,45,274,789,1327,1707
,286,Ünalan,Üsküdar,19.5,11.2,34162,%6.40253,40.9980939,29.0600259,9,128,774,2232,3754,4829
,298,Sultantepe,Üsküdar,13.2,11.0,11452,%2.14630,41.0288368,29.0217813,3,43,259,748,1259,1619
,301,Salacak,Üsküdar,11,11.0,9545,%1.78889,41.01663,29.011821,3,36,216,623,1049,1349
,319,Küplüce,Üsküdar,17.4,10.9,17542,%3.28767,41.0349394,29.0565056,5,66,397,1146,1928,2480
,327,Yavuztürk,Üsküdar,19.7,10.6,34355,%6.43871,41.0412375,29.0849274,9,128,778,2244,3776,4856
,338,Mehmet Akif Ersoy,Üsküdar,16.1,9.1,20960,%3.92826,41.0413151,29.0717135,5,78,475,1369,2304,2963
,348,Ferah,Üsküdar,7.7,7.6,20482,%3.83867,41.0329956,29.0724337,5,77,464,1338,2251,2895
,352,Kirazlıtepe,Üsküdar,38.5,7.2,13296,%2.49189,41.0391608,29.0615628,3,50,301,869,1461,1880
,417,Acıbadem,Üsküdar,20.1,6.5,24747,%4.63800,41.0062328,29.0528941,6,92,560,1617,2720,3498
,448,Güzeltepe,Üsküdar,17.7,5.9,13438,%2.51851,41.0498613,29.0699376,4,50,304,878,1477,1900
,449,Bahçelievler,Üsküdar,15.2,4.9,21240,%3.98073,41.0533837,29.0797099,6,79,481,1387,2334,3003
,452,Kısıklı,Üsküdar,,,19659,%3.68443,41.0223146,29.0622021,5,73,445,1284,2161,2779
,464,Barbaros,Üsküdar,0.18,66149,18139,%3.39955,41.0126978,29.031529,5,68,411,1185,1994,2564
,475,Küçüksu,Üsküdar,0.23,62279,19655,%3.68368,41.065641,29.0709346,5,73,445,1284,2160,2778
,507,Burhaniye,Üsküdar,0.18,60565,16929,%3.17278,41.0287204,29.0527669,4,63,383,1106,1861,2393
,554,Çengelköy,Üsküdar,0.14,58547,14298,%2.67969,41.051034,29.0599829,4,53,324,934,1571,2021
,565,Altunizade,Üsküdar,0.33,56769,13886,%2.60247,41.0219096,29.0483828,4,52,314,907,1526,1963
,616,Selimiye,Üsküdar,0.42,55818,8658,%1.62265,41.0058418,29.0177481,2,32,196,566,952,1224
,618,Beylerbeyi,Üsküdar,0.36,46677,5749,%1.07746,41.0417926,29.0465456,2,21,130,376,632,813
,628,Küçük Çamlıca,Üsküdar,0.25,46084,10917,%2.04603,41.0139574,29.060337,3,41,247,713,1200,1543
,658,Kuleli,Üsküdar,0.18,45505,2280,%0.42731,41.0592832,29.0589129,1,9,52,149,251,322
,669,Kuzguncuk,Üsküdar,0.46,44410,4358,%0.81676,41.03216,29.0360265,1,16,99,285,479,616
,709,Kandilli,Üsküdar,0.41,38260,1712,%0.32086,41.0726098,29.0576991,0,6,39,112,188,242
Zeytinburnu,,,,,,287378,,,,406,6350,41951,129799,228252,298441
,1,Yeşiltepe,Zeytinburnu,0.44,26284,21679,%7.54372,40.9912492,28.902307,31,479,3165,9792,17219,22514
,12,Nuripaşa,Zeytinburnu,0.1,26103,27283,%9.49377,40.9881236,28.9025258,39,603,3983,12323,21670,28333
,14,Çırpıcı,Zeytinburnu,0.67,25700,29022,%10.09889,41.0002245,28.8962437,41,641,4237,13108,23051,30139
,21,Yenidoğan,Zeytinburnu,0.45,25431,10884,%3.78735,40.9882534,28.9047039,15,240,1589,4916,8645,11303
,22,Gökalp,Zeytinburnu,0.75,24804,19959,%6.94521,40.9934935,28.9054676,28,441,2914,9015,15853,20727
,25,Veliefendi,Zeytinburnu,0.18,21793,27737,%9.65175,40.9959417,28.8978934,39,613,4049,12528,22030,28805
,41,Telsiz,Zeytinburnu,0.36,19941,37515,%13.05424,40.9994553,28.9121132,53,829,5476,16944,29797,38959
,64,Sümer,Zeytinburnu,0.1,16748,36848,%12.82214,40.9864053,28.8954719,52,814,5379,16643,29267,38267
,146,Beştelsiz,Zeytinburnu,1.1,12072,23926,%8.32562,40.9994868,28.9045024,34,529,3493,10807,19003,24847
,341,Seyitnizam,Zeytinburnu,0.43,10724,24113,%8.39069,41.0064945,28.9089333,34,533,3520,10891,19152,25041
,378,Merkezefendi,Zeytinburnu,0.31,10690,23742,%8.26159,41.014371,28.9189855,34,525,3466,10724,18857,24656
,734,Kazlıçeşme,Zeytinburnu,1.6,4514,2078,%0.72309,40.9926732,28.9168903,3,46,303,939,1650,2158
,744,Maltepe,Zeytinburnu,0.77,3247,2592,%0.90195,41.0277775,28.9096922,4,57,378,1171,2059,2692
